Date,Product_ID,Product_Name,Demand,Inventory_Level,Lead_Time_Days,Unit_Cost,Unit_Price
2021-03-12,P001,Television,132,479,5,10,20
2021-03-13,P001,Television,108,371,5,10,20
2021-03-14,P001,Television,87,284,5,10,20
2021-03-15,P001,Television,155,629,5,10,20
2021-03-16,P001,Television,76,553,5,10,20
2021-03-17,P001,Television,141,412,5,10,20
2021-03-18,P001,Television,127,285,5,10,20
2021-03-19,P001,Television,120,665,5,10,20
2021-03-20,P001,Television,89,576,5,10,20
2021-03-21,P001,Television,61,515,5,10,20
2021-03-22,P001,Television,121,394,5,10,20
2021-03-23,P001,Television,132,262,5,10,20
2021-03-24,P001,Television,153,609,5,10,20
2021-03-25,P001,Television,116,493,5,10,20
2021-03-26,P001,Television,110,383,5,10,20
2021-03-27,P001,Television,81,302,5,10,20
2021-03-28,P001,Television,100,202,5,10,20
2021-03-29,P001,Television,132,570,5,10,20
2021-03-30,P001,Television,115,455,5,10,20
2021-03-31,P001,Television,135,320,5,10,20
2021-04-01,P001,Television,131,689,5,10,20
2021-04-02,P001,Television,148,541,5,10,20
2021-04-03,P001,Television,81,460,5,10,20
2021-04-04,P001,Television,86,374,5,10,20
2021-04-05,P001,Television,122,252,5,10,20
2021-04-06,P001,Television,101,651,5,10,20
2021-04-07,P001,Television,135,516,5,10,20
2021-04-08,P001,Television,135,381,5,10,20
2021-04-09,P001,Television,130,251,5,10,20
2021-04-10,P001,Television,87,664,5,10,20
2021-04-11,P001,Television,71,593,5,10,20
2021-04-12,P001,Television,121,472,5,10,20
2021-04-13,P001,Television,123,349,5,10,20
2021-04-14,P001,Television,114,235,5,10,20
2021-04-15,P001,Television,126,609,5,10,20
2021-04-16,P001,Television,137,472,5,10,20
2021-04-17,P001,Television,116,356,5,10,20
2021-04-18,P001,Television,93,263,5,10,20
2021-04-19,P001,Television,135,628,5,10,20
2021-04-20,P001,Television,128,500,5,10,20
2021-04-21,P001,Television,92,408,5,10,20
2021-04-22,P001,Television,129,279,5,10,20
2021-04-23,P001,Television,131,648,5,10,20
2021-04-24,P001,Television,124,524,5,10,20
2021-04-25,P001,Television,88,436,5,10,20
2021-04-26,P001,Television,135,301,5,10,20
2021-04-27,P001,Television,129,672,5,10,20
2021-04-28,P001,Television,107,565,5,10,20
2021-04-29,P001,Television,152,413,5,10,20
2021-04-30,P001,Television,144,269,5,10,20
2021-05-01,P001,Television,98,671,5,10,20
2021-05-02,P001,Television,76,595,5,10,20
2021-05-03,P001,Television,152,443,5,10,20
2021-05-04,P001,Television,99,344,5,10,20
2021-05-05,P001,Television,137,207,5,10,20
2021-05-06,P001,Television,167,540,5,10,20
2021-05-07,P001,Television,107,433,5,10,20
2021-05-08,P001,Television,80,353,5,10,20
2021-05-09,P001,Television,89,264,5,10,20
2021-05-10,P001,Television,116,648,5,10,20
2021-05-11,P001,Television,96,552,5,10,20
2021-05-12,P001,Television,127,425,5,10,20
2021-05-13,P001,Television,105,320,5,10,20
2021-05-14,P001,Television,134,686,5,10,20
2021-05-15,P001,Television,76,610,5,10,20
2021-05-16,P001,Television,108,502,5,10,20
2021-05-17,P001,Television,111,391,5,10,20
2021-05-18,P001,Television,119,272,5,10,20
2021-05-19,P001,Television,141,631,5,10,20
2021-05-20,P001,Television,102,529,5,10,20
2021-05-21,P001,Television,130,399,5,10,20
2021-05-22,P001,Television,105,294,5,10,20
2021-05-23,P001,Television,66,228,5,10,20
2021-05-24,P001,Television,129,599,5,10,20
2021-05-25,P001,Television,130,469,5,10,20
2021-05-26,P001,Television,140,329,5,10,20
2021-05-27,P001,Television,102,227,5,10,20
2021-05-28,P001,Television,101,626,5,10,20
2021-05-29,P001,Television,95,531,5,10,20
2021-05-30,P001,Television,92,439,5,10,20
2021-05-31,P001,Television,130,309,5,10,20
2021-06-01,P001,Television,120,689,5,10,20
2021-06-02,P001,Television,103,586,5,10,20
2021-06-03,P001,Television,119,467,5,10,20
2021-06-04,P001,Television,120,347,5,10,20
2021-06-05,P001,Television,71,276,5,10,20
2021-06-06,P001,Television,103,673,5,10,20
2021-06-07,P001,Television,123,550,5,10,20
2021-06-08,P001,Television,94,456,5,10,20
2021-06-09,P001,Television,126,330,5,10,20
2021-06-10,P001,Television,98,232,5,10,20
2021-06-11,P001,Television,128,604,5,10,20
2021-06-12,P001,Television,94,510,5,10,20
2021-06-13,P001,Television,70,440,5,10,20
2021-06-14,P001,Television,131,309,5,10,20
2021-06-15,P001,Television,122,687,5,10,20
2021-06-16,P001,Television,129,558,5,10,20
2021-06-17,P001,Television,147,411,5,10,20
2021-06-18,P001,Television,110,301,5,10,20
2021-06-19,P001,Television,71,230,5,10,20
2021-06-20,P001,Television,69,661,5,10,20
2021-06-21,P001,Television,100,561,5,10,20
2021-06-22,P001,Television,113,448,5,10,20
2021-06-23,P001,Television,120,328,5,10,20
2021-06-24,P001,Television,119,209,5,10,20
2021-06-25,P001,Television,129,580,5,10,20
2021-06-26,P001,Television,80,500,5,10,20
2021-06-27,P001,Television,98,402,5,10,20
2021-06-28,P001,Television,110,292,5,10,20
2021-06-29,P001,Television,161,631,5,10,20
2021-06-30,P001,Television,125,506,5,10,20
2021-07-01,P001,Television,87,419,5,10,20
2021-07-02,P001,Television,83,336,5,10,20
2021-07-03,P001,Television,75,261,5,10,20
2021-07-04,P001,Television,67,694,5,10,20
2021-07-05,P001,Television,110,584,5,10,20
2021-07-06,P001,Television,107,477,5,10,20
2021-07-07,P001,Television,98,379,5,10,20
2021-07-08,P001,Television,87,292,5,10,20
2021-07-09,P001,Television,77,215,5,10,20
2021-07-10,P001,Television,65,650,5,10,20
2021-07-11,P001,Television,78,572,5,10,20
2021-07-12,P001,Television,103,469,5,10,20
2021-07-13,P001,Television,81,388,5,10,20
2021-07-14,P001,Television,102,286,5,10,20
2021-07-15,P001,Television,105,681,5,10,20
2021-07-16,P001,Television,86,595,5,10,20
2021-07-17,P001,Television,71,524,5,10,20
2021-07-18,P001,Television,70,454,5,10,20
2021-07-19,P001,Television,82,372,5,10,20
2021-07-20,P001,Television,105,267,5,10,20
2021-07-21,P001,Television,108,659,5,10,20
2021-07-22,P001,Television,116,543,5,10,20
2021-07-23,P001,Television,115,428,5,10,20
2021-07-24,P001,Television,55,373,5,10,20
2021-07-25,P001,Television,60,313,5,10,20
2021-07-26,P001,Television,107,206,5,10,20
2021-07-27,P001,Television,107,599,5,10,20
2021-07-28,P001,Television,107,492,5,10,20
2021-07-29,P001,Television,157,335,5,10,20
2021-07-30,P001,Television,108,227,5,10,20
2021-07-31,P001,Television,81,646,5,10,20
2021-08-01,P001,Television,68,578,5,10,20
2021-08-02,P001,Television,93,485,5,10,20
2021-08-03,P001,Television,80,405,5,10,20
2021-08-04,P001,Television,94,311,5,10,20
2021-08-05,P001,Television,75,236,5,10,20
2021-08-06,P001,Television,81,655,5,10,20
2021-08-07,P001,Television,55,600,5,10,20
2021-08-08,P001,Television,60,540,5,10,20
2021-08-09,P001,Television,114,426,5,10,20
2021-08-10,P001,Television,61,365,5,10,20
2021-08-11,P001,Television,93,272,5,10,20
2021-08-12,P001,Television,64,208,5,10,20
2021-08-13,P001,Television,78,630,5,10,20
2021-08-14,P001,Television,69,561,5,10,20
2021-08-15,P001,Television,60,501,5,10,20
2021-08-16,P001,Television,71,430,5,10,20
2021-08-17,P001,Television,75,355,5,10,20
2021-08-18,P001,Television,93,262,5,10,20
2021-08-19,P001,Television,75,687,5,10,20
2021-08-20,P001,Television,87,600,5,10,20
2021-08-21,P001,Television,59,541,5,10,20
2021-08-22,P001,Television,53,488,5,10,20
2021-08-23,P001,Television,112,376,5,10,20
2021-08-24,P001,Television,93,283,5,10,20
2021-08-25,P001,Television,59,224,5,10,20
2021-08-26,P001,Television,87,637,5,10,20
2021-08-27,P001,Television,76,561,5,10,20
2021-08-28,P001,Television,67,494,5,10,20
2021-08-29,P001,Television,52,442,5,10,20
2021-08-30,P001,Television,83,359,5,10,20
2021-08-31,P001,Television,91,268,5,10,20
2021-09-01,P001,Television,83,685,5,10,20
2021-09-02,P001,Television,60,625,5,10,20
2021-09-03,P001,Television,70,555,5,10,20
2021-09-04,P001,Television,48,507,5,10,20
2021-09-05,P001,Television,46,461,5,10,20
2021-09-06,P001,Television,93,368,5,10,20
2021-09-07,P001,Television,78,290,5,10,20
2021-09-08,P001,Television,60,230,5,10,20
2021-09-09,P001,Television,84,646,5,10,20
2021-09-10,P001,Television,97,549,5,10,20
2021-09-11,P001,Television,59,490,5,10,20
2021-09-12,P001,Television,40,450,5,10,20
2021-09-13,P001,Television,68,382,5,10,20
2021-09-14,P001,Television,88,294,5,10,20
2021-09-15,P001,Television,66,228,5,10,20
2021-09-16,P001,Television,78,650,5,10,20
2021-09-17,P001,Television,82,568,5,10,20
2021-09-18,P001,Television,44,524,5,10,20
2021-09-19,P001,Television,51,473,5,10,20
2021-09-20,P001,Television,38,435,5,10,20
2021-09-21,P001,Television,62,373,5,10,20
2021-09-22,P001,Television,71,302,5,10,20
2021-09-23,P001,Television,60,242,5,10,20
2021-09-24,P001,Television,92,650,5,10,20
2021-09-25,P001,Television,40,610,5,10,20
2021-09-26,P001,Television,48,562,5,10,20
2021-09-27,P001,Television,75,487,5,10,20
2021-09-28,P001,Television,90,397,5,10,20
2021-09-29,P001,Television,58,339,5,10,20
2021-09-30,P001,Television,86,253,5,10,20
2021-10-01,P001,Television,70,683,5,10,20
2021-10-02,P001,Television,41,642,5,10,20
2021-10-03,P001,Television,52,590,5,10,20
2021-10-04,P001,Television,72,518,5,10,20
2021-10-05,P001,Television,63,455,5,10,20
2021-10-06,P001,Television,70,385,5,10,20
2021-10-07,P001,Television,65,320,5,10,20
2021-10-08,P001,Television,71,249,5,10,20
2021-10-09,P001,Television,53,696,5,10,20
2021-10-10,P001,Television,60,636,5,10,20
2021-10-11,P001,Television,57,579,5,10,20
2021-10-12,P001,Television,92,487,5,10,20
2021-10-13,P001,Television,49,438,5,10,20
2021-10-14,P001,Television,68,370,5,10,20
2021-10-15,P001,Television,76,294,5,10,20
2021-10-16,P001,Television,51,243,5,10,20
2021-10-17,P001,Television,44,699,5,10,20
2021-10-18,P001,Television,67,632,5,10,20
2021-10-19,P001,Television,64,568,5,10,20
2021-10-20,P001,Television,63,505,5,10,20
2021-10-21,P001,Television,78,427,5,10,20
2021-10-22,P001,Television,73,354,5,10,20
2021-10-23,P001,Television,43,311,5,10,20
2021-10-24,P001,Television,55,256,5,10,20
2021-10-25,P001,Television,73,683,5,10,20
2021-10-26,P001,Television,78,605,5,10,20
2021-10-27,P001,Television,76,529,5,10,20
2021-10-28,P001,Television,61,468,5,10,20
2021-10-29,P001,Television,64,404,5,10,20
2021-10-30,P001,Television,54,350,5,10,20
2021-10-31,P001,Television,53,297,5,10,20
2021-11-01,P001,Television,73,224,5,10,20
2021-11-02,P001,Television,75,649,5,10,20
2021-11-03,P001,Television,88,561,5,10,20
2021-11-04,P001,Television,67,494,5,10,20
2021-11-05,P001,Television,80,414,5,10,20
2021-11-06,P001,Television,50,364,5,10,20
2021-11-07,P001,Television,50,314,5,10,20
2021-11-08,P001,Television,86,228,5,10,20
2021-11-09,P001,Television,83,645,5,10,20
2021-11-10,P001,Television,83,562,5,10,20
2021-11-11,P001,Television,88,474,5,10,20
2021-11-12,P001,Television,74,400,5,10,20
2021-11-13,P001,Television,57,343,5,10,20
2021-11-14,P001,Television,49,294,5,10,20
2021-11-15,P001,Television,77,217,5,10,20
2021-11-16,P001,Television,72,645,5,10,20
2021-11-17,P001,Television,75,570,5,10,20
2021-11-18,P001,Television,80,490,5,10,20
2021-11-19,P001,Television,64,426,5,10,20
2021-11-20,P001,Television,68,358,5,10,20
2021-11-21,P001,Television,43,315,5,10,20
2021-11-22,P001,Television,60,255,5,10,20
2021-11-23,P001,Television,86,669,5,10,20
2021-11-24,P001,Television,82,587,5,10,20
2021-11-25,P001,Television,80,507,5,10,20
2021-11-26,P001,Television,80,427,5,10,20
2021-11-27,P001,Television,51,376,5,10,20
2021-11-28,P001,Television,44,332,5,10,20
2021-11-29,P001,Television,74,258,5,10,20
2021-11-30,P001,Television,66,692,5,10,20
2021-12-01,P001,Television,97,595,5,10,20
2021-12-02,P001,Television,83,512,5,10,20
2021-12-03,P001,Television,74,438,5,10,20
2021-12-04,P001,Television,56,382,5,10,20
2021-12-05,P001,Television,63,319,5,10,20
2021-12-06,P001,Television,77,242,5,10,20
2021-12-07,P001,Television,74,668,5,10,20
2021-12-08,P001,Television,88,580,5,10,20
2021-12-09,P001,Television,88,492,5,10,20
2021-12-10,P001,Television,78,414,5,10,20
2021-12-11,P001,Television,55,359,5,10,20
2021-12-12,P001,Television,61,298,5,10,20
2021-12-13,P001,Television,66,232,5,10,20
2021-12-14,P001,Television,67,665,5,10,20
2021-12-15,P001,Television,75,590,5,10,20
2021-12-16,P001,Television,82,508,5,10,20
2021-12-17,P001,Television,88,420,5,10,20
2021-12-18,P001,Television,72,348,5,10,20
2021-12-19,P001,Television,67,281,5,10,20
2021-12-20,P001,Television,82,699,5,10,20
2021-12-21,P001,Television,84,615,5,10,20
2021-12-22,P001,Television,72,543,5,10,20
2021-12-23,P001,Television,84,459,5,10,20
2021-12-24,P001,Television,81,378,5,10,20
2021-12-25,P001,Television,62,316,5,10,20
2021-12-26,P001,Television,52,264,5,10,20
2021-12-27,P001,Television,91,673,5,10,20
2021-12-28,P001,Television,104,569,5,10,20
2021-12-29,P001,Television,83,486,5,10,20
2021-12-30,P001,Television,90,396,5,10,20
2021-12-31,P001,Television,93,303,5,10,20
2022-01-01,P001,Television,65,238,5,10,20
2022-01-02,P001,Television,72,666,5,10,20
2022-01-03,P001,Television,100,566,5,10,20
2022-01-04,P001,Television,101,465,5,10,20
2022-01-05,P001,Television,88,377,5,10,20
2022-01-06,P001,Television,100,277,5,10,20
2022-01-07,P001,Television,107,670,5,10,20
2022-01-08,P001,Television,85,585,5,10,20
2022-01-09,P001,Television,80,505,5,10,20
2022-01-10,P001,Television,132,373,5,10,20
2022-01-11,P001,Television,88,285,5,10,20
2022-01-12,P001,Television,113,672,5,10,20
2022-01-13,P001,Television,102,570,5,10,20
2022-01-14,P001,Television,132,438,5,10,20
2022-01-15,P001,Television,61,377,5,10,20
2022-01-16,P001,Television,61,316,5,10,20
2022-01-17,P001,Television,91,225,5,10,20
2022-01-18,P001,Television,68,657,5,10,20
2022-01-19,P001,Television,92,565,5,10,20
2022-01-20,P001,Television,88,477,5,10,20
2022-01-21,P001,Television,102,375,5,10,20
2022-01-22,P001,Television,73,302,5,10,20
2022-01-23,P001,Television,89,213,5,10,20
2022-01-24,P001,Television,114,599,5,10,20
2022-01-25,P001,Television,91,508,5,10,20
2022-01-26,P001,Television,86,422,5,10,20
2022-01-27,P001,Television,107,315,5,10,20
2022-01-28,P001,Television,80,235,5,10,20
2022-01-29,P001,Television,89,646,5,10,20
2022-01-30,P001,Television,82,564,5,10,20
2022-01-31,P001,Television,92,472,5,10,20
2022-02-01,P001,Television,85,387,5,10,20
2022-02-02,P001,Television,138,249,5,10,20
2022-02-03,P001,Television,113,636,5,10,20
2022-02-04,P001,Television,136,500,5,10,20
2022-02-05,P001,Television,61,439,5,10,20
2022-02-06,P001,Television,73,366,5,10,20
2022-02-07,P001,Television,115,251,5,10,20
2022-02-08,P001,Television,115,636,5,10,20
2022-02-09,P001,Television,107,529,5,10,20
2022-02-10,P001,Television,125,404,5,10,20
2022-02-11,P001,Television,96,308,5,10,20
2022-02-12,P001,Television,78,230,5,10,20
2022-02-13,P001,Television,81,649,5,10,20
2022-02-14,P001,Television,123,526,5,10,20
2022-02-15,P001,Television,127,399,5,10,20
2022-02-16,P001,Television,95,304,5,10,20
2022-02-17,P001,Television,88,216,5,10,20
2022-02-18,P001,Television,137,579,5,10,20
2022-02-19,P001,Television,84,495,5,10,20
2022-02-20,P001,Television,71,424,5,10,20
2022-02-21,P001,Television,141,283,5,10,20
2022-02-22,P001,Television,116,667,5,10,20
2022-02-23,P001,Television,135,532,5,10,20
2022-02-24,P001,Television,116,416,5,10,20
2022-02-25,P001,Television,150,266,5,10,20
2022-02-26,P001,Television,101,665,5,10,20
2022-02-27,P001,Television,77,588,5,10,20
2022-02-28,P001,Television,131,457,5,10,20
2022-03-01,P001,Television,138,319,5,10,20
2022-03-02,P001,Television,151,668,5,10,20
2022-03-03,P001,Television,107,561,5,10,20
2022-03-04,P001,Television,138,423,5,10,20
2022-03-05,P001,Television,102,321,5,10,20
2022-03-06,P001,Television,64,257,5,10,20
2022-03-07,P001,Television,103,654,5,10,20
2022-03-08,P001,Television,87,567,5,10,20
2022-03-09,P001,Television,120,447,5,10,20
2022-03-10,P001,Television,139,308,5,10,20
2022-03-11,P001,Television,154,654,5,10,20
2022-03-12,P001,Television,89,565,5,10,20
2022-03-13,P001,Television,109,456,5,10,20
2022-03-14,P001,Television,99,357,5,10,20
2022-03-15,P001,Television,93,264,5,10,20
2022-03-16,P001,Television,124,640,5,10,20
2022-03-17,P001,Television,133,507,5,10,20
2022-03-18,P001,Television,125,382,5,10,20
2022-03-19,P001,Television,60,322,5,10,20
2022-03-20,P001,Television,87,235,5,10,20
2022-03-21,P001,Television,101,634,5,10,20
2022-03-22,P001,Television,138,496,5,10,20
2022-03-23,P001,Television,132,364,5,10,20
2022-03-24,P001,Television,108,256,5,10,20
2022-03-25,P001,Television,116,640,5,10,20
2022-03-26,P001,Television,74,566,5,10,20
2022-03-27,P001,Television,87,479,5,10,20
2022-03-28,P001,Television,144,335,5,10,20
2022-03-29,P001,Television,107,228,5,10,20
2022-03-30,P001,Television,135,593,5,10,20
2022-03-31,P001,Television,115,478,5,10,20
2022-04-01,P001,Television,114,364,5,10,20
2022-04-02,P001,Television,89,275,5,10,20
2022-04-03,P001,Television,76,699,5,10,20
2022-04-04,P001,Television,119,580,5,10,20
2022-04-05,P001,Television,106,474,5,10,20
2022-04-06,P001,Television,168,306,5,10,20
2022-04-07,P001,Television,130,676,5,10,20
2022-04-08,P001,Television,116,560,5,10,20
2022-04-09,P001,Television,93,467,5,10,20
2022-04-10,P001,Television,89,378,5,10,20
2022-04-11,P001,Television,125,253,5,10,20
2022-04-12,P001,Television,141,612,5,10,20
2022-04-13,P001,Television,144,468,5,10,20
2022-04-14,P001,Television,119,349,5,10,20
2022-04-15,P001,Television,118,231,5,10,20
2022-04-16,P001,Television,87,644,5,10,20
2022-04-17,P001,Television,59,585,5,10,20
2022-04-18,P001,Television,100,485,5,10,20
2022-04-19,P001,Television,156,329,5,10,20
2022-04-20,P001,Television,162,667,5,10,20
2022-04-21,P001,Television,125,542,5,10,20
2022-04-22,P001,Television,141,401,5,10,20
2022-04-23,P001,Television,95,306,5,10,20
2022-04-24,P001,Television,133,673,5,10,20
2022-04-25,P001,Television,151,522,5,10,20
2022-04-26,P001,Television,127,395,5,10,20
2022-04-27,P001,Television,111,284,5,10,20
2022-04-28,P001,Television,98,686,5,10,20
2022-04-29,P001,Television,133,553,5,10,20
2022-04-30,P001,Television,80,473,5,10,20
2022-05-01,P001,Television,69,404,5,10,20
2022-05-02,P001,Television,113,291,5,10,20
2022-05-03,P001,Television,105,686,5,10,20
2022-05-04,P001,Television,157,529,5,10,20
2022-05-05,P001,Television,142,387,5,10,20
2022-05-06,P001,Television,125,262,5,10,20
2022-05-07,P001,Television,107,655,5,10,20
2022-05-08,P001,Television,89,566,5,10,20
2022-05-09,P001,Television,109,457,5,10,20
2022-05-10,P001,Television,154,303,5,10,20
2022-05-11,P001,Television,136,667,5,10,20
2022-05-12,P001,Television,106,561,5,10,20
2022-05-13,P001,Television,122,439,5,10,20
2022-05-14,P001,Television,76,363,5,10,20
2022-05-15,P001,Television,69,294,5,10,20
2022-05-16,P001,Television,143,651,5,10,20
2022-05-17,P001,Television,162,489,5,10,20
2022-05-18,P001,Television,99,390,5,10,20
2022-05-19,P001,Television,136,254,5,10,20
2022-05-20,P001,Television,113,641,5,10,20
2022-05-21,P001,Television,81,560,5,10,20
2022-05-22,P001,Television,80,480,5,10,20
2022-05-23,P001,Television,109,371,5,10,20
2022-05-24,P001,Television,126,245,5,10,20
2022-05-25,P001,Television,110,635,5,10,20
2022-05-26,P001,Television,131,504,5,10,20
2022-05-27,P001,Television,125,379,5,10,20
2022-05-28,P001,Television,85,294,5,10,20
2022-05-29,P001,Television,76,218,5,10,20
2022-05-30,P001,Television,115,603,5,10,20
2022-05-31,P001,Television,140,463,5,10,20
2022-06-01,P001,Television,123,340,5,10,20
2022-06-02,P001,Television,98,242,5,10,20
2022-06-03,P001,Television,116,626,5,10,20
2022-06-04,P001,Television,89,537,5,10,20
2022-06-05,P001,Television,60,477,5,10,20
2022-06-06,P001,Television,124,353,5,10,20
2022-06-07,P001,Television,103,250,5,10,20
2022-06-08,P001,Television,124,626,5,10,20
2022-06-09,P001,Television,101,525,5,10,20
2022-06-10,P001,Television,83,442,5,10,20
2022-06-11,P001,Television,60,382,5,10,20
2022-06-12,P001,Television,81,301,5,10,20
2022-06-13,P001,Television,119,682,5,10,20
2022-06-14,P001,Television,99,583,5,10,20
2022-06-15,P001,Television,126,457,5,10,20
2022-06-16,P001,Television,86,371,5,10,20
2022-06-17,P001,Television,113,258,5,10,20
2022-06-18,P001,Television,65,693,5,10,20
2022-06-19,P001,Television,72,621,5,10,20
2022-06-20,P001,Television,115,506,5,10,20
2022-06-21,P001,Television,100,406,5,10,20
2022-06-22,P001,Television,108,298,5,10,20
2022-06-23,P001,Television,132,666,5,10,20
2022-06-24,P001,Television,105,561,5,10,20
2022-06-25,P001,Television,90,471,5,10,20
2022-06-26,P001,Television,66,405,5,10,20
2022-06-27,P001,Television,124,281,5,10,20
2022-06-28,P001,Television,139,642,5,10,20
2022-06-29,P001,Television,72,570,5,10,20
2022-06-30,P001,Television,101,469,5,10,20
2022-07-01,P001,Television,108,361,5,10,20
2022-07-02,P001,Television,67,294,5,10,20
2022-07-03,P001,Television,73,221,5,10,20
2022-07-04,P001,Television,90,631,5,10,20
2022-07-05,P001,Television,101,530,5,10,20
2022-07-06,P001,Television,97,433,5,10,20
2022-07-07,P001,Television,117,316,5,10,20
2022-07-08,P001,Television,103,213,5,10,20
2022-07-09,P001,Television,73,640,5,10,20
2022-07-10,P001,Television,65,575,5,10,20
2022-07-11,P001,Television,92,483,5,10,20
2022-07-12,P001,Television,93,390,5,10,20
2022-07-13,P001,Television,105,285,5,10,20
2022-07-14,P001,Television,93,692,5,10,20
2022-07-15,P001,Television,104,588,5,10,20
2022-07-16,P001,Television,91,497,5,10,20
2022-07-17,P001,Television,79,418,5,10,20
2022-07-18,P001,Television,95,323,5,10,20
2022-07-19,P001,Television,118,205,5,10,20
2022-07-20,P001,Television,93,612,5,10,20
2022-07-21,P001,Television,69,543,5,10,20
2022-07-22,P001,Television,84,459,5,10,20
2022-07-23,P001,Television,50,409,5,10,20
2022-07-24,P001,Television,66,343,5,10,20
2022-07-25,P001,Television,100,243,5,10,20
2022-07-26,P001,Television,125,618,5,10,20
2022-07-27,P001,Television,104,514,5,10,20
2022-07-28,P001,Television,96,418,5,10,20
2022-07-29,P001,Television,112,306,5,10,20
2022-07-30,P001,Television,46,260,5,10,20
2022-07-31,P001,Television,72,688,5,10,20
2022-08-01,P001,Television,94,594,5,10,20
2022-08-02,P001,Television,66,528,5,10,20
2022-08-03,P001,Television,99,429,5,10,20
2022-08-04,P001,Television,89,340,5,10,20
2022-08-05,P001,Television,79,261,5,10,20
2022-08-06,P001,Television,65,696,5,10,20
2022-08-07,P001,Television,79,617,5,10,20
2022-08-08,P001,Television,87,530,5,10,20
2022-08-09,P001,Television,88,442,5,10,20
2022-08-10,P001,Television,79,363,5,10,20
2022-08-11,P001,Television,74,289,5,10,20
2022-08-12,P001,Television,95,694,5,10,20
2022-08-13,P001,Television,51,643,5,10,20
2022-08-14,P001,Television,60,583,5,10,20
2022-08-15,P001,Television,78,505,5,10,20
2022-08-16,P001,Television,91,414,5,10,20
2022-08-17,P001,Television,89,325,5,10,20
2022-08-18,P001,Television,98,227,5,10,20
2022-08-19,P001,Television,78,649,5,10,20
2022-08-20,P001,Television,57,592,5,10,20
2022-08-21,P001,Television,50,542,5,10,20
2022-08-22,P001,Television,79,463,5,10,20
2022-08-23,P001,Television,89,374,5,10,20
2022-08-24,P001,Television,94,280,5,10,20
2022-08-25,P001,Television,73,207,5,10,20
2022-08-26,P001,Television,96,611,5,10,20
2022-08-27,P001,Television,71,540,5,10,20
